Battery_power_mAh,Bluetooh,Speed_of_microprocessor,Dual_sim,Front_camera,4G,Internal_memeory_gb,Mobile_depth,Mobile_weight,Cores_of_processor,Primary_camera,px_height,Pixel_width,Ram_mb,Screen_height,Screen_weight,talk_time,3G,touch_screen,wifi,price_range
1753 mAh,No,0.5,Yes,0 pixels,Yes,31 gb,0.1 cm,134 g,1,18 pixels,1590 ppcm,1926 ppcm,1324 mb,17 cm,0 cm,17,Yes,No,Yes,High cost
1218 mAh,No,1.8,Yes,1 pixels,Yes,14 gb,0.5 cm,147 g,3,4 pixels,229 ppcm,616 ppcm,398 mb,17 cm,0 cm,5,Yes,No,No,Low cost
1537 mAh,Yes,2.5,No,4 pixels,Yes,43 gb,0.3 cm,137 g,1,5 pixels,839 ppcm,1131 ppcm,3685 mb,18 cm,17 cm,17,Yes,Yes,Yes,Very High cost
786 mAh,No,2.2,Yes,0 pixels,No,33 gb,0.5 cm,141 g,7,6 pixels,507 ppcm,1697 ppcm,2390 mb,12 cm,11 cm,5,Yes,No,Yes,High cost
1678 mAh,No,2.1,No,3 pixels,Yes,64 gb,0.9 cm,134 g,3,11 pixels,436 ppcm,536 ppcm,278 mb,19 cm,0 cm,10,Yes,Yes,No,Low cost
1814 mAh,No,1.4,Yes,1 pixels,Yes,9 gb,0.4 cm,141 g,2,2 pixels,756 ppcm,786 ppcm,3556 mb,18 cm,12 cm,16,Yes,No,No,Very High cost
1101 mAh,No,1.8,No,0 pixels,No,31 gb,0.2 cm,148 g,2,7 pixels,387 ppcm,1269 ppcm,2196 mb,12 cm,6 cm,19,No,Yes,Yes,Medium cost
1461 mAh,No,2.4,Yes,3 pixels,Yes,40 gb,0.5 cm,141 g,7,4 pixels,1265 ppcm,1298 ppcm,3799 mb,16 cm,1 cm,4,Yes,No,No,Very High cost
1216 mAh,No,3.0,No,4 pixels,No,47 gb,0.4 cm,199 g,3,7 pixels,1852 ppcm,1967 ppcm,2268 mb,13 cm,5 cm,4,No,Yes,Yes,High cost
506 mAh,No,1.6,No,6 pixels,Yes,41 gb,0.8 cm,159 g,1,7 pixels,875 ppcm,1025 ppcm,2965 mb,13 cm,10 cm,15,Yes,No,No,High cost
843 mAh,Yes,0.5,No,1 pixels,Yes,56 gb,0.1 cm,147 g,5,17 pixels,140 ppcm,800 ppcm,2341 mb,10 cm,1 cm,20,Yes,Yes,Yes,Medium cost
742 mAh,No,2.2,Yes,4 pixels,No,56 gb,0.2 cm,190 g,7,14 pixels,577 ppcm,1359 ppcm,3557 mb,16 cm,11 cm,12,No,Yes,Yes,Very High cost
1692 mAh,Yes,2.1,No,3 pixels,Yes,61 gb,0.9 cm,176 g,6,12 pixels,975 ppcm,1996 ppcm,1354 mb,16 cm,7 cm,19,Yes,No,No,Medium cost
1485 mAh,No,1.0,No,2 pixels,Yes,32 gb,0.7 cm,84 g,2,9 pixels,510 ppcm,1013 ppcm,2147 mb,19 cm,1 cm,11,Yes,Yes,No,High cost
1547 mAh,No,2.9,Yes,6 pixels,No,45 gb,0.7 cm,166 g,2,8 pixels,583 ppcm,590 ppcm,505 mb,12 cm,2 cm,3,No,Yes,Yes,Low cost
1692 mAh,No,2.3,Yes,4 pixels,Yes,46 gb,0.9 cm,139 g,1,6 pixels,674 ppcm,1925 ppcm,1394 mb,16 cm,10 cm,6,Yes,Yes,No,Medium cost
637 mAh,No,2.3,No,3 pixels,Yes,60 gb,0.8 cm,97 g,4,4 pixels,1125 ppcm,1989 ppcm,374 mb,18 cm,4 cm,8,Yes,No,Yes,Low cost
1224 mAh,No,0.5,No,16 pixels,Yes,6 gb,0.4 cm,109 g,6,18 pixels,747 ppcm,826 ppcm,506 mb,10 cm,0 cm,11,Yes,Yes,Yes,Low cost
1356 mAh,No,2.8,No,0 pixels,No,29 gb,0.5 cm,198 g,6,0 pixels,1612 ppcm,1983 ppcm,3702 mb,17 cm,0 cm,19,No,No,No,Very High cost
1840 mAh,No,0.5,Yes,12 pixels,No,34 gb,0.7 cm,142 g,1,16 pixels,311 ppcm,1545 ppcm,1078 mb,8 cm,0 cm,10,No,No,No,Medium cost
1481 mAh,Yes,0.7,Yes,4 pixels,Yes,37 gb,0.6 cm,96 g,5,13 pixels,116 ppcm,1533 ppcm,2945 mb,10 cm,5 cm,16,Yes,Yes,Yes,High cost
961 mAh,Yes,1.5,Yes,10 pixels,No,51 gb,0.3 cm,152 g,6,16 pixels,554 ppcm,621 ppcm,2981 mb,15 cm,6 cm,7,Yes,Yes,Yes,High cost
1296 mAh,No,0.9,Yes,0 pixels,Yes,14 gb,0.5 cm,124 g,5,3 pixels,811 ppcm,1272 ppcm,490 mb,7 cm,1 cm,4,Yes,Yes,Yes,Low cost
1193 mAh,No,0.9,No,11 pixels,No,26 gb,0.5 cm,166 g,1,20 pixels,730 ppcm,1729 ppcm,536 mb,17 cm,14 cm,4,Yes,No,Yes,Low cost
1441 mAh,No,2.1,Yes,11 pixels,Yes,3 gb,0.1 cm,118 g,8,17 pixels,577 ppcm,1071 ppcm,2317 mb,16 cm,4 cm,7,Yes,No,Yes,High cost
517 mAh,No,1.4,Yes,3 pixels,Yes,33 gb,0.8 cm,183 g,4,8 pixels,660 ppcm,974 ppcm,3704 mb,17 cm,16 cm,11,Yes,No,Yes,Very High cost
748 mAh,Yes,1.7,No,0 pixels,Yes,27 gb,0.9 cm,150 g,8,4 pixels,450 ppcm,1554 ppcm,2126 mb,18 cm,9 cm,7,Yes,No,No,Medium cost
1126 mAh,Yes,2.4,No,2 pixels,Yes,10 gb,0.4 cm,160 g,6,3 pixels,1223 ppcm,1611 ppcm,2050 mb,7 cm,6 cm,12,Yes,Yes,Yes,High cost
1572 mAh,No,0.6,No,0 pixels,Yes,58 gb,0.2 cm,157 g,7,8 pixels,1109 ppcm,1937 ppcm,2462 mb,12 cm,8 cm,10,Yes,No,No,Very High cost
1569 mAh,No,2.8,Yes,17 pixels,No,44 gb,0.3 cm,110 g,4,20 pixels,45 ppcm,1942 ppcm,1260 mb,9 cm,2 cm,17,Yes,No,No,Medium cost
1270 mAh,Yes,0.6,Yes,2 pixels,Yes,32 gb,0.5 cm,101 g,7,6 pixels,299 ppcm,845 ppcm,3770 mb,5 cm,3 cm,13,Yes,Yes,No,Very High cost
1854 mAh,No,3.0,No,2 pixels,Yes,8 gb,0.1 cm,101 g,5,5 pixels,506 ppcm,627 ppcm,1886 mb,17 cm,4 cm,20,Yes,Yes,No,Medium cost
625 mAh,Yes,1.2,Yes,5 pixels,Yes,10 gb,0.2 cm,183 g,4,8 pixels,635 ppcm,842 ppcm,3323 mb,9 cm,1 cm,7,Yes,Yes,Yes,High cost
1577 mAh,No,0.5,Yes,0 pixels,Yes,42 gb,0.3 cm,197 g,5,4 pixels,1045 ppcm,1737 ppcm,2060 mb,19 cm,6 cm,12,Yes,No,No,High cost
534 mAh,No,0.5,Yes,0 pixels,Yes,16 gb,1.0 cm,189 g,5,1 pixels,393 ppcm,1199 ppcm,3926 mb,16 cm,12 cm,20,Yes,No,No,Very High cost
946 mAh,No,1.7,Yes,8 pixels,Yes,25 gb,0.8 cm,143 g,6,15 pixels,650 ppcm,1740 ppcm,2177 mb,7 cm,5 cm,13,Yes,Yes,Yes,High cost
685 mAh,No,0.5,No,2 pixels,No,29 gb,0.8 cm,93 g,7,10 pixels,433 ppcm,648 ppcm,728 mb,14 cm,8 cm,4,No,No,Yes,Low cost
1949 mAh,No,1.3,Yes,0 pixels,No,23 gb,0.1 cm,101 g,5,1 pixels,839 ppcm,1136 ppcm,2478 mb,14 cm,8 cm,20,Yes,No,No,Very High cost
947 mAh,No,0.8,Yes,0 pixels,Yes,22 gb,0.1 cm,197 g,2,13 pixels,1176 ppcm,1220 ppcm,2842 mb,16 cm,12 cm,2,Yes,No,No,High cost
801 mAh,Yes,2.2,Yes,2 pixels,No,63 gb,0.4 cm,165 g,7,4 pixels,650 ppcm,879 ppcm,1617 mb,17 cm,4 cm,19,No,No,Yes,Medium cost
703 mAh,Yes,2.7,No,12 pixels,Yes,30 gb,0.3 cm,113 g,1,20 pixels,218 ppcm,1065 ppcm,1472 mb,14 cm,7 cm,7,Yes,No,No,Low cost
1165 mAh,Yes,2.4,No,11 pixels,No,41 gb,0.2 cm,178 g,6,12 pixels,564 ppcm,831 ppcm,764 mb,19 cm,12 cm,15,Yes,No,No,Low cost
1082 mAh,No,0.8,No,0 pixels,No,38 gb,0.1 cm,198 g,8,5 pixels,986 ppcm,1191 ppcm,2337 mb,6 cm,1 cm,17,No,Yes,Yes,High cost
959 mAh,Yes,2.6,Yes,15 pixels,No,20 gb,1.0 cm,84 g,4,19 pixels,561 ppcm,1631 ppcm,3965 mb,16 cm,1 cm,6,Yes,No,No,Very High cost
1502 mAh,Yes,1.2,No,0 pixels,No,54 gb,0.2 cm,138 g,5,12 pixels,65 ppcm,588 ppcm,3693 mb,17 cm,14 cm,16,Yes,Yes,No,Very High cost
1380 mAh,Yes,2.1,Yes,1 pixels,Yes,4 gb,0.8 cm,92 g,3,13 pixels,420 ppcm,500 ppcm,797 mb,13 cm,2 cm,15,Yes,Yes,No,Low cost
1266 mAh,No,0.5,No,0 pixels,Yes,5 gb,0.1 cm,95 g,6,9 pixels,1365 ppcm,1698 ppcm,1687 mb,11 cm,0 cm,18,Yes,No,No,High cost
1934 mAh,Yes,2.6,Yes,0 pixels,Yes,46 gb,0.1 cm,103 g,1,17 pixels,619 ppcm,1299 ppcm,2940 mb,13 cm,9 cm,2,Yes,Yes,Yes,Very High cost
1905 mAh,Yes,0.5,No,3 pixels,Yes,6 gb,0.5 cm,151 g,1,5 pixels,849 ppcm,898 ppcm,1545 mb,9 cm,5 cm,10,Yes,Yes,No,Medium cost
1831 mAh,No,1.4,Yes,2 pixels,No,43 gb,0.9 cm,150 g,5,5 pixels,611 ppcm,1381 ppcm,3834 mb,17 cm,7 cm,13,Yes,Yes,Yes,Very High cost
596 mAh,No,1.4,No,8 pixels,No,46 gb,0.6 cm,165 g,1,18 pixels,953 ppcm,984 ppcm,2505 mb,15 cm,4 cm,15,Yes,Yes,No,Medium cost
1562 mAh,Yes,1.3,Yes,1 pixels,Yes,7 gb,0.2 cm,190 g,5,15 pixels,642 ppcm,1533 ppcm,2243 mb,12 cm,10 cm,6,Yes,No,No,High cost
1490 mAh,Yes,0.5,Yes,4 pixels,Yes,64 gb,0.3 cm,150 g,8,8 pixels,1417 ppcm,1464 ppcm,3600 mb,17 cm,9 cm,7,Yes,Yes,Yes,Very High cost
1523 mAh,Yes,2.4,No,5 pixels,Yes,57 gb,0.2 cm,117 g,2,6 pixels,247 ppcm,539 ppcm,3971 mb,18 cm,12 cm,10,Yes,Yes,Yes,Very High cost
640 mAh,No,0.6,No,0 pixels,No,20 gb,0.1 cm,163 g,4,15 pixels,710 ppcm,1179 ppcm,2844 mb,7 cm,5 cm,18,Yes,Yes,No,High cost
1526 mAh,No,2.1,No,1 pixels,Yes,23 gb,0.2 cm,117 g,7,8 pixels,718 ppcm,751 ppcm,2227 mb,18 cm,10 cm,3,Yes,Yes,No,High cost
1989 mAh,No,2.5,Yes,0 pixels,Yes,41 gb,0.8 cm,94 g,3,13 pixels,1100 ppcm,1497 ppcm,1665 mb,17 cm,9 cm,12,Yes,Yes,Yes,High cost
1308 mAh,No,1.9,No,0 pixels,Yes,61 gb,0.7 cm,106 g,3,7 pixels,59 ppcm,1215 ppcm,3355 mb,15 cm,2 cm,4,Yes,No,Yes,Very High cost
609 mAh,No,0.5,No,3 pixels,No,26 gb,0.3 cm,93 g,4,4 pixels,938 ppcm,1948 ppcm,1866 mb,11 cm,10 cm,14,Yes,Yes,Yes,Medium cost
1905 mAh,No,0.6,Yes,9 pixels,Yes,36 gb,0.4 cm,119 g,3,20 pixels,825 ppcm,1542 ppcm,1287 mb,13 cm,4 cm,16,Yes,No,No,Medium cost
1703 mAh,Yes,0.5,No,0 pixels,Yes,22 gb,0.6 cm,192 g,1,0 pixels,286 ppcm,1235 ppcm,1046 mb,5 cm,4 cm,13,Yes,No,Yes,Low cost
1445 mAh,Yes,2.4,Yes,7 pixels,Yes,20 gb,0.4 cm,173 g,7,15 pixels,1273 ppcm,1345 ppcm,1441 mb,7 cm,4 cm,13,Yes,Yes,Yes,Medium cost
1087 mAh,No,1.3,No,0 pixels,Yes,16 gb,0.3 cm,166 g,3,9 pixels,295 ppcm,589 ppcm,690 mb,14 cm,6 cm,6,Yes,No,Yes,Low cost
671 mAh,No,0.9,Yes,10 pixels,No,30 gb,0.7 cm,105 g,7,17 pixels,852 ppcm,1182 ppcm,2504 mb,6 cm,4 cm,15,Yes,No,No,High cost
1472 mAh,Yes,2.3,No,6 pixels,No,61 gb,0.1 cm,168 g,6,19 pixels,710 ppcm,1052 ppcm,2677 mb,19 cm,15 cm,8,Yes,No,No,High cost
765 mAh,No,0.5,Yes,0 pixels,Yes,47 gb,0.3 cm,115 g,8,1 pixels,1277 ppcm,1429 ppcm,2243 mb,11 cm,7 cm,4,Yes,No,Yes,High cost
1642 mAh,No,0.5,Yes,16 pixels,Yes,8 gb,0.3 cm,171 g,6,17 pixels,129 ppcm,873 ppcm,2984 mb,13 cm,4 cm,17,Yes,No,Yes,High cost
1265 mAh,No,1.5,No,7 pixels,No,49 gb,0.7 cm,182 g,5,16 pixels,690 ppcm,836 ppcm,1362 mb,5 cm,0 cm,12,No,No,Yes,Medium cost
664 mAh,Yes,1.1,Yes,1 pixels,Yes,51 gb,0.1 cm,110 g,7,4 pixels,701 ppcm,1478 ppcm,3629 mb,19 cm,15 cm,6,Yes,Yes,Yes,Very High cost
1277 mAh,Yes,0.5,Yes,0 pixels,Yes,35 gb,0.4 cm,142 g,6,6 pixels,309 ppcm,1460 ppcm,3559 mb,18 cm,17 cm,6,Yes,Yes,No,Very High cost
1395 mAh,No,1.8,Yes,0 pixels,No,23 gb,0.1 cm,111 g,3,1 pixels,213 ppcm,705 ppcm,2571 mb,11 cm,0 cm,13,Yes,No,Yes,High cost
1539 mAh,Yes,2.6,No,0 pixels,No,41 gb,0.1 cm,159 g,8,0 pixels,1112 ppcm,1666 ppcm,2107 mb,15 cm,9 cm,10,Yes,No,Yes,High cost
1049 mAh,Yes,2.2,No,9 pixels,No,63 gb,0.5 cm,135 g,5,17 pixels,199 ppcm,1077 ppcm,1022 mb,11 cm,3 cm,13,No,No,No,Low cost
1827 mAh,No,1.7,No,4 pixels,Yes,39 gb,0.5 cm,128 g,5,16 pixels,55 ppcm,1020 ppcm,2844 mb,14 cm,9 cm,10,Yes,Yes,No,High cost
903 mAh,No,1.0,Yes,0 pixels,Yes,50 gb,0.4 cm,91 g,1,0 pixels,1230 ppcm,1235 ppcm,711 mb,9 cm,5 cm,10,Yes,Yes,No,Low cost
1987 mAh,Yes,0.5,No,3 pixels,Yes,53 gb,1.0 cm,181 g,3,7 pixels,1052 ppcm,1516 ppcm,3117 mb,18 cm,5 cm,8,Yes,Yes,Yes,Very High cost
1154 mAh,No,1.2,Yes,0 pixels,Yes,49 gb,0.2 cm,181 g,8,2 pixels,541 ppcm,1499 ppcm,978 mb,5 cm,3 cm,7,Yes,No,Yes,Low cost
1336 mAh,No,0.9,No,5 pixels,Yes,17 gb,0.2 cm,194 g,5,9 pixels,55 ppcm,583 ppcm,1869 mb,13 cm,1 cm,16,Yes,Yes,Yes,Medium cost
1886 mAh,No,0.5,No,0 pixels,Yes,24 gb,0.4 cm,112 g,3,1 pixels,809 ppcm,1958 ppcm,1179 mb,16 cm,7 cm,20,Yes,No,Yes,Medium cost
1551 mAh,No,1.1,No,4 pixels,No,51 gb,0.1 cm,88 g,5,6 pixels,1738 ppcm,1995 ppcm,3844 mb,11 cm,8 cm,4,No,Yes,No,Very High cost
850 mAh,Yes,1.6,Yes,6 pixels,Yes,29 gb,0.5 cm,133 g,5,19 pixels,404 ppcm,642 ppcm,593 mb,19 cm,17 cm,10,Yes,No,Yes,Low cost
660 mAh,No,0.5,No,5 pixels,Yes,40 gb,0.5 cm,111 g,2,10 pixels,262 ppcm,1178 ppcm,588 mb,6 cm,5 cm,18,Yes,Yes,Yes,Low cost
1225 mAh,Yes,2.1,Yes,8 pixels,No,13 gb,0.5 cm,116 g,4,12 pixels,759 ppcm,1404 ppcm,3836 mb,12 cm,11 cm,11,No,No,No,Very High cost
1452 mAh,Yes,0.5,Yes,1 pixels,Yes,25 gb,0.9 cm,123 g,6,11 pixels,42 ppcm,1040 ppcm,2669 mb,12 cm,10 cm,13,Yes,No,No,High cost
1686 mAh,Yes,2.8,Yes,3 pixels,No,38 gb,0.1 cm,166 g,4,4 pixels,397 ppcm,1453 ppcm,2958 mb,14 cm,11 cm,2,No,No,No,Very High cost
1634 mAh,Yes,1.4,No,1 pixels,Yes,17 gb,0.2 cm,200 g,2,5 pixels,964 ppcm,1677 ppcm,3031 mb,11 cm,6 cm,6,Yes,Yes,Yes,Very High cost
1708 mAh,Yes,2.4,Yes,18 pixels,Yes,49 gb,0.1 cm,109 g,1,19 pixels,233 ppcm,517 ppcm,3388 mb,6 cm,4 cm,16,Yes,Yes,Yes,Very High cost
1151 mAh,Yes,2.9,Yes,0 pixels,No,31 gb,0.6 cm,128 g,8,1 pixels,1022 ppcm,1560 ppcm,2377 mb,18 cm,8 cm,13,No,Yes,No,High cost
1578 mAh,No,1.9,Yes,2 pixels,Yes,37 gb,0.1 cm,138 g,4,19 pixels,411 ppcm,1226 ppcm,2458 mb,19 cm,16 cm,3,Yes,No,Yes,High cost
1689 mAh,No,1.8,No,17 pixels,No,24 gb,0.3 cm,127 g,3,18 pixels,954 ppcm,1200 ppcm,2766 mb,7 cm,2 cm,7,No,Yes,Yes,Very High cost
1488 mAh,No,0.5,No,1 pixels,No,39 gb,0.8 cm,112 g,5,6 pixels,1528 ppcm,1647 ppcm,3054 mb,14 cm,10 cm,19,No,No,No,Very High cost
1313 mAh,Yes,1.8,Yes,4 pixels,No,9 gb,0.4 cm,105 g,1,6 pixels,416 ppcm,1308 ppcm,3791 mb,11 cm,10 cm,6,No,Yes,Yes,Very High cost
1715 mAh,No,1.0,Yes,4 pixels,Yes,31 gb,0.5 cm,83 g,8,17 pixels,638 ppcm,1615 ppcm,625 mb,17 cm,6 cm,13,Yes,No,No,Low cost
1442 mAh,No,1.0,Yes,0 pixels,No,27 gb,0.1 cm,192 g,3,19 pixels,231 ppcm,687 ppcm,2227 mb,6 cm,5 cm,20,Yes,Yes,No,Medium cost
528 mAh,No,1.7,No,12 pixels,Yes,6 gb,0.8 cm,142 g,2,15 pixels,574 ppcm,637 ppcm,3256 mb,9 cm,8 cm,6,Yes,Yes,No,High cost
1523 mAh,Yes,1.8,No,6 pixels,Yes,11 gb,0.1 cm,129 g,1,8 pixels,148 ppcm,1606 ppcm,707 mb,19 cm,8 cm,19,Yes,Yes,No,Low cost
1133 mAh,No,1.4,No,3 pixels,No,42 gb,0.1 cm,199 g,5,12 pixels,730 ppcm,1543 ppcm,1457 mb,18 cm,12 cm,20,Yes,No,Yes,Medium cost
1718 mAh,Yes,2.5,Yes,14 pixels,Yes,6 gb,0.1 cm,183 g,5,16 pixels,564 ppcm,980 ppcm,3755 mb,7 cm,1 cm,8,Yes,Yes,Yes,Very High cost
1330 mAh,No,0.5,No,0 pixels,No,38 gb,1.0 cm,183 g,7,1 pixels,1290 ppcm,1441 ppcm,1733 mb,9 cm,0 cm,11,Yes,No,Yes,Medium cost
1799 mAh,Yes,0.5,No,0 pixels,No,49 gb,0.4 cm,107 g,4,2 pixels,632 ppcm,1383 ppcm,720 mb,12 cm,2 cm,11,Yes,Yes,Yes,Low cost
633 mAh,Yes,2.2,No,0 pixels,Yes,49 gb,0.1 cm,139 g,8,1 pixels,529 ppcm,1009 ppcm,3560 mb,11 cm,1 cm,16,Yes,Yes,Yes,High cost
724 mAh,No,2.7,Yes,0 pixels,No,44 gb,0.5 cm,187 g,7,0 pixels,1273 ppcm,1754 ppcm,2311 mb,7 cm,6 cm,7,Yes,No,No,High cost
822 mAh,Yes,0.5,No,0 pixels,Yes,51 gb,0.3 cm,157 g,6,20 pixels,667 ppcm,860 ppcm,3846 mb,10 cm,1 cm,3,Yes,No,No,Very High cost
1918 mAh,No,1.9,No,2 pixels,No,10 gb,0.6 cm,110 g,5,10 pixels,1170 ppcm,1543 ppcm,1717 mb,7 cm,1 cm,16,Yes,Yes,Yes,High cost
1891 mAh,No,2.8,No,7 pixels,Yes,37 gb,0.4 cm,129 g,7,14 pixels,169 ppcm,1108 ppcm,3704 mb,8 cm,6 cm,11,Yes,No,No,Very High cost
1373 mAh,Yes,1.0,Yes,2 pixels,No,50 gb,0.2 cm,127 g,7,12 pixels,105 ppcm,673 ppcm,3800 mb,8 cm,3 cm,14,Yes,No,No,Very High cost
862 mAh,Yes,0.8,Yes,3 pixels,No,23 gb,0.4 cm,165 g,2,15 pixels,793 ppcm,1758 ppcm,278 mb,16 cm,3 cm,11,No,No,Yes,Low cost
1273 mAh,No,1.0,No,3 pixels,Yes,48 gb,0.4 cm,99 g,4,15 pixels,490 ppcm,886 ppcm,1767 mb,18 cm,15 cm,11,Yes,Yes,No,Medium cost
957 mAh,Yes,2.5,No,4 pixels,No,7 gb,0.8 cm,107 g,5,10 pixels,1201 ppcm,1485 ppcm,1846 mb,12 cm,5 cm,7,Yes,No,Yes,Medium cost
1617 mAh,Yes,1.3,Yes,3 pixels,Yes,30 gb,0.7 cm,105 g,2,4 pixels,246 ppcm,1038 ppcm,829 mb,9 cm,0 cm,10,Yes,No,No,Low cost
893 mAh,No,2.5,Yes,0 pixels,No,55 gb,0.6 cm,183 g,2,1 pixels,417 ppcm,946 ppcm,2986 mb,7 cm,1 cm,6,No,Yes,Yes,High cost
1210 mAh,No,0.5,No,0 pixels,No,63 gb,0.1 cm,93 g,5,0 pixels,1177 ppcm,1462 ppcm,2394 mb,17 cm,9 cm,7,No,No,No,High cost
708 mAh,Yes,2.7,Yes,0 pixels,Yes,63 gb,1.0 cm,195 g,8,7 pixels,78 ppcm,654 ppcm,2169 mb,6 cm,5 cm,7,Yes,Yes,Yes,Medium cost
835 mAh,No,1.1,Yes,2 pixels,No,7 gb,0.2 cm,101 g,4,7 pixels,323 ppcm,1604 ppcm,1181 mb,13 cm,5 cm,15,Yes,Yes,Yes,Low cost
1450 mAh,Yes,2.7,Yes,9 pixels,No,19 gb,0.6 cm,131 g,1,17 pixels,707 ppcm,1882 ppcm,575 mb,15 cm,9 cm,12,No,No,No,Low cost
973 mAh,Yes,1.5,No,5 pixels,Yes,57 gb,0.2 cm,190 g,7,16 pixels,457 ppcm,1816 ppcm,2977 mb,6 cm,4 cm,2,Yes,No,No,High cost
601 mAh,Yes,1.4,No,4 pixels,Yes,4 gb,0.1 cm,154 g,4,13 pixels,356 ppcm,765 ppcm,532 mb,12 cm,8 cm,10,Yes,Yes,Yes,Low cost
507 mAh,Yes,0.5,Yes,1 pixels,No,32 gb,0.5 cm,141 g,7,11 pixels,936 ppcm,1398 ppcm,1702 mb,17 cm,0 cm,5,Yes,Yes,Yes,Medium cost
564 mAh,No,1.8,Yes,0 pixels,Yes,51 gb,0.5 cm,168 g,3,1 pixels,912 ppcm,1980 ppcm,1074 mb,14 cm,8 cm,15,Yes,Yes,No,Low cost
1559 mAh,Yes,1.6,Yes,6 pixels,Yes,6 gb,0.5 cm,162 g,6,17 pixels,179 ppcm,1559 ppcm,3352 mb,9 cm,1 cm,3,Yes,Yes,Yes,Very High cost
754 mAh,No,0.5,Yes,7 pixels,Yes,59 gb,0.7 cm,178 g,7,10 pixels,1914 ppcm,1928 ppcm,1027 mb,6 cm,3 cm,5,Yes,No,No,Medium cost
728 mAh,No,2.7,Yes,0 pixels,No,25 gb,0.2 cm,88 g,4,1 pixels,526 ppcm,1529 ppcm,2039 mb,5 cm,1 cm,12,Yes,Yes,Yes,Medium cost
1431 mAh,Yes,0.5,No,0 pixels,Yes,56 gb,0.6 cm,191 g,1,1 pixels,156 ppcm,952 ppcm,461 mb,7 cm,3 cm,8,Yes,No,No,Low cost
767 mAh,No,1.5,No,4 pixels,No,28 gb,0.7 cm,175 g,4,10 pixels,344 ppcm,1517 ppcm,527 mb,10 cm,0 cm,15,No,Yes,No,Low cost
1722 mAh,No,2.6,No,8 pixels,No,18 gb,0.8 cm,177 g,2,16 pixels,865 ppcm,1741 ppcm,3271 mb,14 cm,0 cm,15,Yes,No,Yes,Very High cost
1992 mAh,Yes,1.6,No,5 pixels,Yes,57 gb,1.0 cm,100 g,2,15 pixels,1552 ppcm,1596 ppcm,606 mb,9 cm,3 cm,4,Yes,Yes,Yes,Medium cost
1876 mAh,No,0.5,No,10 pixels,Yes,40 gb,0.3 cm,86 g,6,14 pixels,546 ppcm,1564 ppcm,2513 mb,10 cm,8 cm,16,Yes,Yes,No,Very High cost
1054 mAh,No,1.1,Yes,10 pixels,Yes,38 gb,0.4 cm,136 g,6,12 pixels,1097 ppcm,1222 ppcm,1675 mb,18 cm,4 cm,14,Yes,Yes,Yes,Medium cost
1283 mAh,Yes,1.6,Yes,4 pixels,No,47 gb,0.9 cm,93 g,5,5 pixels,372 ppcm,692 ppcm,2698 mb,9 cm,6 cm,17,Yes,Yes,No,High cost
1281 mAh,Yes,2.3,Yes,0 pixels,No,28 gb,0.3 cm,148 g,1,6 pixels,1285 ppcm,1617 ppcm,1129 mb,12 cm,1 cm,6,No,Yes,No,Medium cost
1066 mAh,No,0.6,No,2 pixels,Yes,7 gb,0.9 cm,114 g,7,18 pixels,1242 ppcm,1571 ppcm,468 mb,19 cm,13 cm,6,Yes,Yes,No,Low cost
730 mAh,No,2.1,Yes,0 pixels,Yes,4 gb,0.1 cm,89 g,8,2 pixels,302 ppcm,1247 ppcm,1210 mb,19 cm,15 cm,4,Yes,Yes,Yes,Low cost
1053 mAh,Yes,0.8,Yes,7 pixels,Yes,45 gb,0.3 cm,103 g,1,12 pixels,594 ppcm,1767 ppcm,3086 mb,17 cm,6 cm,5,Yes,Yes,Yes,Very High cost
1611 mAh,Yes,0.5,Yes,11 pixels,No,3 gb,0.6 cm,98 g,3,14 pixels,303 ppcm,714 ppcm,1595 mb,8 cm,4 cm,9,Yes,No,Yes,Medium cost
793 mAh,No,1.0,Yes,5 pixels,Yes,30 gb,0.9 cm,133 g,2,15 pixels,1858 ppcm,1935 ppcm,2332 mb,17 cm,13 cm,14,Yes,Yes,Yes,High cost
1220 mAh,No,2.9,No,3 pixels,No,62 gb,0.5 cm,125 g,4,8 pixels,403 ppcm,1933 ppcm,2589 mb,19 cm,11 cm,15,Yes,Yes,Yes,High cost
1662 mAh,No,0.5,No,0 pixels,Yes,61 gb,0.8 cm,126 g,4,13 pixels,32 ppcm,1509 ppcm,3760 mb,9 cm,5 cm,13,Yes,Yes,Yes,Very High cost
1281 mAh,Yes,2.8,Yes,3 pixels,Yes,8 gb,0.3 cm,144 g,4,19 pixels,590 ppcm,954 ppcm,1851 mb,8 cm,2 cm,9,Yes,Yes,No,Medium cost
538 mAh,No,0.8,No,12 pixels,Yes,2 gb,0.8 cm,177 g,7,13 pixels,235 ppcm,662 ppcm,417 mb,8 cm,4 cm,9,Yes,No,Yes,Low cost
823 mAh,Yes,0.5,No,0 pixels,No,39 gb,0.4 cm,187 g,8,4 pixels,630 ppcm,888 ppcm,294 mb,13 cm,9 cm,11,No,No,Yes,Low cost
1733 mAh,Yes,2.8,No,3 pixels,Yes,36 gb,1.0 cm,119 g,6,20 pixels,357 ppcm,527 ppcm,3576 mb,17 cm,16 cm,9,Yes,No,No,Very High cost
1429 mAh,No,1.5,Yes,0 pixels,Yes,40 gb,0.9 cm,100 g,3,14 pixels,246 ppcm,820 ppcm,3945 mb,11 cm,7 cm,18,Yes,No,Yes,Very High cost
